neighbourhood_group,room_type,price,availability_365
Brooklyn,Entire home_apt,210,0
Manhattan,Entire home_apt,379,365
Brooklyn,Private room,48,2
Manhattan,Private room,37,0
Manhattan,Entire home_apt,175,244
Brooklyn,Entire home_apt,50,234
Manhattan,Entire home_apt,173,0
Bronx,Entire home_apt,450,342
Manhattan,Entire home_apt,225,365
Bronx,Entire home_apt,80,56
Manhattan,Entire home_apt,176,365
Brooklyn,Entire home_apt,165,0
Brooklyn,Private room,125,351
Manhattan,Entire home_apt,239,242
Brooklyn,Entire home_apt,130,110
Manhattan,Entire home_apt,104,212
Manhattan,Entire home_apt,225,33
Manhattan,Entire home_apt,178,327
Brooklyn,Entire home_apt,114,13
Brooklyn,Entire home_apt,130,4
Brooklyn,Entire home_apt,230,354
Queens,Private room,60,129
Bronx,Private room,65,0
Manhattan,Private room,150,0
Manhattan,Entire home_apt,150,0
Manhattan,Private room,100,0
Bronx,Private room,55,0
Brooklyn,Private room,75,35
Manhattan,Entire home_apt,3900,180
Brooklyn,Private room,65,0
Manhattan,Private room,89,86
Brooklyn,Entire home_apt,159,2
Manhattan,Entire home_apt,170,0
Brooklyn,Entire home_apt,115,0
Queens,Entire home_apt,125,0
Manhattan,Entire home_apt,325,0
Brooklyn,Entire home_apt,165,263
Brooklyn,Entire home_apt,129,43
Manhattan,Entire home_apt,350,0
Manhattan,Entire home_apt,90,306
Manhattan,Entire home_apt,216,364
Bronx,Private room,50,118
Manhattan,Private room,110,0
Brooklyn,Private room,55,82
Manhattan,Entire home_apt,300,0
Queens,Private room,49,362
Manhattan,Entire home_apt,158,0
Brooklyn,Entire home_apt,97,2
Manhattan,Entire home_apt,95,70
Brooklyn,Private room,100,364
Manhattan,Private room,65,57
Brooklyn,Entire home_apt,100,0
Brooklyn,Private room,50,0
Brooklyn,Private room,75,84
Brooklyn,Private room,55,0
Manhattan,Private room,55,156
Brooklyn,Entire home_apt,175,336
Manhattan,Private room,100,0
Brooklyn,Private room,75,0
Brooklyn,Private room,75,0
Brooklyn,Private room,35,364
Brooklyn,Private room,53,0
Manhattan,Private room,95,0
Manhattan,Entire home_apt,175,65
Manhattan,Entire home_apt,180,171
Queens,Private room,55,65
Queens,Private room,79,48
Brooklyn,Private room,30,292
Manhattan,Entire home_apt,50,0
Manhattan,Private room,150,0
Manhattan,Entire home_apt,133,281
Brooklyn,Entire home_apt,496,313
Manhattan,Private room,75,188
Manhattan,Private room,100,124
Brooklyn,Entire home_apt,1700,365
Manhattan,Private room,80,0
Manhattan,Private room,123,0
Brooklyn,Private room,30,0
Brooklyn,Private room,50,0
Brooklyn,Entire home_apt,195,0
Manhattan,Private room,69,112
Queens,Entire home_apt,150,153
Brooklyn,Private room,49,56
Brooklyn,Entire home_apt,95,22
Staten Island,Entire home_apt,109,100
Manhattan,Entire home_apt,105,261
Queens,Private room,49,0
Brooklyn,Entire home_apt,120,0
Manhattan,Private room,69,365
Manhattan,Private room,85,0
Manhattan,Entire home_apt,120,0
Brooklyn,Entire home_apt,135,15
Brooklyn,Private room,49,0
Brooklyn,Private room,100,0
Manhattan,Entire home_apt,250,2
Brooklyn,Private room,48,4
Manhattan,Entire home_apt,87,20
Manhattan,Private room,85,61
Brooklyn,Private room,48,0
Manhattan,Private room,90,66
Brooklyn,Private room,60,13
Brooklyn,Private room,50,30
Brooklyn,Private room,85,61
Brooklyn,Private room,70,0
Brooklyn,Entire home_apt,125,243
Queens,Private room,45,90
Brooklyn,Private room,88,0
Manhattan,Private room,89,18
Queens,Private room,42,297
Brooklyn,Private room,50,178
Queens,Private room,120,356
Manhattan,Private room,60,332
Manhattan,Shared room,62,0
Manhattan,Entire home_apt,175,365
Brooklyn,Private room,76,310
Brooklyn,Private room,47,63
Manhattan,Entire home_apt,175,365
Manhattan,Private room,60,0
Brooklyn,Entire home_apt,200,0
Manhattan,Entire home_apt,175,365
Queens,Private room,55,6
Manhattan,Entire home_apt,220,365
Manhattan,Shared room,60,0
Brooklyn,Private room,50,0
Manhattan,Entire home_apt,175,365
Manhattan,Entire home_apt,75,32
Brooklyn,Entire home_apt,250,0
Brooklyn,Private room,85,0
Manhattan,Entire home_apt,174,0
Brooklyn,Private room,100,0
Manhattan,Entire home_apt,260,330
Queens,Private room,75,48
Brooklyn,Entire home_apt,160,136
Brooklyn,Private room,88,0
Queens,Entire home_apt,170,141
Brooklyn,Private room,95,0
Brooklyn,Private room,62,108
Queens,Private room,45,16
Manhattan,Entire home_apt,100,270
Queens,Private room,60,0
Manhattan,Entire home_apt,211,237
Brooklyn,Entire home_apt,100,0
Brooklyn,Entire home_apt,250,39
Manhattan,Entire home_apt,125,0
Manhattan,Entire home_apt,145,86
Brooklyn,Private room,116,0
Manhattan,Private room,50,39
Brooklyn,Entire home_apt,175,0
Manhattan,Entire home_apt,175,365
Queens,Entire home_apt,246,359
Brooklyn,Private room,44,0
Manhattan,Entire home_apt,99,269
Bronx,Private room,62,351
Bronx,Private room,55,318
Manhattan,Private room,69,365
Manhattan,Entire home_apt,150,16
Manhattan,Entire home_apt,125,176
Brooklyn,Private room,80,0
Bronx,Private room,42,311
Bronx,Private room,42,1
Manhattan,Private room,50,42
Manhattan,Private room,69,116
Manhattan,Entire home_apt,145,194
Brooklyn,Entire home_apt,58,0
Brooklyn,Private room,65,0
Manhattan,Entire home_apt,175,0
Manhattan,Private room,100,87
Manhattan,Entire home_apt,135,59
Manhattan,Private room,120,0
Brooklyn,Private room,49,3
Brooklyn,Private room,48,0
Bronx,Shared room,55,0
Manhattan,Entire home_apt,435,0
Manhattan,Private room,93,0
Queens,Private room,60,0
Brooklyn,Private room,42,0
Queens,Private room,40,0
Manhattan,Private room,88,86
Brooklyn,Shared room,85,0
Brooklyn,Private room,60,320
Brooklyn,Private room,58,178
Brooklyn,Entire home_apt,90,318
Manhattan,Private room,65,112
Brooklyn,Private room,76,0
Brooklyn,Entire home_apt,74,0
Brooklyn,Private room,95,31
Brooklyn,Entire home_apt,210,268
Manhattan,Private room,50,0
Queens,Entire home_apt,93,0
Brooklyn,Entire home_apt,250,51
Manhattan,Entire home_apt,269,10
Manhattan,Private room,70,169
Brooklyn,Private room,90,0
Manhattan,Entire home_apt,422,339
Manhattan,Entire home_apt,250,41
Queens,Private room,99,328
Manhattan,Private room,65,44
Queens,Private room,55,155
Manhattan,Entire home_apt,149,0
Queens,Private room,45,58
Bronx,Private room,40,156
Brooklyn,Private room,135,0
Bronx,Shared room,45,0
Manhattan,Entire home_apt,75,0
Manhattan,Entire home_apt,200,0
Brooklyn,Entire home_apt,145,0
Manhattan,Entire home_apt,160,0
Brooklyn,Private room,100,42
Queens,Private room,58,84
Brooklyn,Private room,120,0
Queens,Private room,80,364
Manhattan,Private room,65,11
Brooklyn,Entire home_apt,115,0
Manhattan,Entire home_apt,220,334
Manhattan,Entire home_apt,225,315
Queens,Entire home_apt,100,0
Manhattan,Entire home_apt,225,346
Manhattan,Entire home_apt,245,54
Brooklyn,Entire home_apt,80,272
Brooklyn,Private room,110,182
Manhattan,Entire home_apt,183,37
Queens,Private room,55,354
Manhattan,Entire home_apt,250,0
Brooklyn,Entire home_apt,275,0
Brooklyn,Private room,120,135
Manhattan,Private room,89,0
Brooklyn,Entire home_apt,100,89
Brooklyn,Private room,59,63
Brooklyn,Private room,50,8
Bronx,Private room,45,365
Brooklyn,Private room,50,0
Queens,Private room,49,96
Manhattan,Private room,55,0
Queens,Entire home_apt,69,140
Brooklyn,Entire home_apt,275,129
Manhattan,Entire home_apt,125,0
Manhattan,Entire home_apt,300,179
Brooklyn,Entire home_apt,145,205
Manhattan,Entire home_apt,170,291
Queens,Entire home_apt,95,217
Manhattan,Entire home_apt,243,284
Manhattan,Entire home_apt,150,199
Queens,Private room,23,0
Brooklyn,Private room,60,0
Manhattan,Entire home_apt,181,329
Brooklyn,Private room,70,278
Manhattan,Private room,53,89
Manhattan,Private room,130,157
Manhattan,Entire home_apt,350,151
Bronx,Private room,60,179
Bronx,Private room,35,50
Queens,Entire home_apt,179,0
Brooklyn,Private room,65,303
Brooklyn,Private room,75,0
Brooklyn,Entire home_apt,90,6
Manhattan,Private room,114,0
Queens,Entire home_apt,111,96
Queens,Private room,58,84
Queens,Entire home_apt,95,15
Manhattan,Entire home_apt,220,0
Brooklyn,Private room,99,0
Brooklyn,Private room,93,0
Brooklyn,Private room,55,53
Manhattan,Private room,50,257
Manhattan,Entire home_apt,308,156
Brooklyn,Entire home_apt,150,127
Brooklyn,Private room,35,0
Manhattan,Entire home_apt,150,0
Brooklyn,Entire home_apt,75,0
Manhattan,Entire home_apt,150,27
Manhattan,Private room,65,205
Brooklyn,Entire home_apt,350,0
Brooklyn,Entire home_apt,125,15
Bronx,Private room,59,35
Manhattan,Private room,140,0
Brooklyn,Private room,75,331
Brooklyn,Entire home_apt,184,0
Brooklyn,Entire home_apt,125,113
Manhattan,Entire home_apt,175,365
Manhattan,Entire home_apt,367,358
Brooklyn,Private room,75,0
Manhattan,Entire home_apt,80,0
Brooklyn,Entire home_apt,137,350
Manhattan,Private room,95,0
Queens,Private room,125,363
Manhattan,Private room,150,94
Brooklyn,Entire home_apt,115,0
Queens,Private room,45,80
Bronx,Private room,55,46
Brooklyn,Entire home_apt,180,0
Queens,Private room,55,0
Manhattan,Private room,99,14
Manhattan,Entire home_apt,200,288
Brooklyn,Entire home_apt,70,0
Brooklyn,Entire home_apt,125,88
Manhattan,Entire home_apt,150,25
Manhattan,Entire home_apt,164,18
Queens,Private room,101,0
Brooklyn,Private room,60,1
Brooklyn,Entire home_apt,130,357
Queens,Private room,150,83
Brooklyn,Entire home_apt,114,0
Brooklyn,Entire home_apt,225,106
Brooklyn,Entire home_apt,250,0
Brooklyn,Entire home_apt,99,153
Manhattan,Entire home_apt,209,0
Brooklyn,Private room,59,42
Manhattan,Entire home_apt,300,30
Manhattan,Private room,160,0
Queens,Private room,45,314
Brooklyn,Entire home_apt,250,184
Queens,Private room,60,359
Manhattan,Shared room,120,365
Queens,Private room,47,0
Manhattan,Private room,53,0
Queens,Private room,55,0
Manhattan,Entire home_apt,225,34
Queens,Private room,78,365
Staten Island,Private room,52,78
Queens,Private room,60,32
Manhattan,Entire home_apt,161,63
Brooklyn,Private room,150,36
Brooklyn,Private room,60,82
Manhattan,Private room,75,0
Brooklyn,Private room,38,29
Queens,Private room,35,95
Manhattan,Entire home_apt,115,0
Brooklyn,Entire home_apt,130,10
Brooklyn,Entire home_apt,159,0
Manhattan,Private room,83,0
Brooklyn,Entire home_apt,225,47
Brooklyn,Private room,70,0
Brooklyn,Private room,70,0
Manhattan,Entire home_apt,125,245
Manhattan,Entire home_apt,125,314
Brooklyn,Private room,75,0
Queens,Private room,55,0
Manhattan,Entire home_apt,198,0
Brooklyn,Entire home_apt,200,87
Brooklyn,Entire home_apt,102,0
Brooklyn,Private room,80,0
Manhattan,Private room,350,0
Manhattan,Entire home_apt,140,0
Brooklyn,Entire home_apt,155,4
Brooklyn,Entire home_apt,310,347
Manhattan,Entire home_apt,525,34
Manhattan,Entire home_apt,200,0
Brooklyn,Entire home_apt,95,0
Brooklyn,Private room,35,0
Brooklyn,Private room,150,0
Brooklyn,Private room,98,0
Manhattan,Private room,79,0
Bronx,Entire home_apt,79,225
Manhattan,Private room,87,0
Manhattan,Entire home_apt,210,13
Manhattan,Entire home_apt,150,24
Manhattan,Entire home_apt,260,222
Manhattan,Entire home_apt,121,0
Manhattan,Entire home_apt,129,310
Brooklyn,Entire home_apt,90,157
Brooklyn,Private room,100,0
Brooklyn,Entire home_apt,250,354
Brooklyn,Entire home_apt,250,360
Brooklyn,Entire home_apt,225,43
Brooklyn,Private room,45,44
Brooklyn,Entire home_apt,165,179
Queens,Entire home_apt,85,36
Staten Island,Private room,29,178
Brooklyn,Private room,85,19
Brooklyn,Private room,75,0
Manhattan,Entire home_apt,330,0
Brooklyn,Private room,79,59
Manhattan,Private room,125,0
Manhattan,Private room,78,0
Queens,Private room,70,0
Queens,Entire home_apt,113,297
Brooklyn,Entire home_apt,370,171
Brooklyn,Entire home_apt,150,79
Queens,Private room,60,128
Manhattan,Private room,65,0
Manhattan,Entire home_apt,103,0
Brooklyn,Private room,60,0
Manhattan,Private room,65,0
Brooklyn,Private room,80,0
Queens,Private room,50,115
Queens,Private room,60,359
Manhattan,Entire home_apt,0,0
Brooklyn,Private room,137,0
Brooklyn,Entire home_apt,150,83
Manhattan,Private room,65,0
Manhattan,Private room,120,50
Manhattan,Entire home_apt,225,0
Brooklyn,Private room,50,0
Manhattan,Entire home_apt,435,22
Manhattan,Private room,100,0
Brooklyn,Entire home_apt,150,76
Staten Island,Private room,85,356
Brooklyn,Private room,69,324
Manhattan,Entire home_apt,235,351
Queens,Private room,47,100
Manhattan,Private room,134,316
Brooklyn,Entire home_apt,200,0
Manhattan,Entire home_apt,150,0
Queens,Entire home_apt,99,5
Brooklyn,Private room,70,88
Manhattan,Entire home_apt,148,98
Brooklyn,Private room,30,180
Queens,Entire home_apt,450,0
Manhattan,Entire home_apt,150,0
Manhattan,Private room,50,0
Queens,Private room,45,0
Queens,Private room,55,342
Brooklyn,Private room,105,89
Manhattan,Private room,85,19
Brooklyn,Entire home_apt,131,5
Brooklyn,Entire home_apt,169,16
Brooklyn,Private room,58,49
Bronx,Entire home_apt,140,291
Brooklyn,Entire home_apt,200,75
Brooklyn,Private room,120,13
Brooklyn,Private room,75,342
Brooklyn,Entire home_apt,99,0
Brooklyn,Entire home_apt,120,0
Brooklyn,Private room,45,17
Queens,Private room,89,179
Manhattan,Entire home_apt,186,0
Queens,Private room,70,0
Queens,Entire home_apt,90,281
Brooklyn,Private room,35,0
Brooklyn,Entire home_apt,134,0
Queens,Entire home_apt,99,38
Brooklyn,Entire home_apt,85,1
Brooklyn,Private room,80,336
Brooklyn,Private room,45,312
Brooklyn,Private room,110,347
Brooklyn,Entire home_apt,139,37
Brooklyn,Entire home_apt,120,318
Manhattan,Entire home_apt,110,0
Manhattan,Private room,110,3
Manhattan,Private room,38,26
Brooklyn,Private room,100,21
Brooklyn,Entire home_apt,250,0
Manhattan,Private room,110,0
Manhattan,Entire home_apt,199,34
Brooklyn,Private room,40,0
Manhattan,Entire home_apt,195,47
Brooklyn,Private room,25,0
Brooklyn,Private room,52,310
Brooklyn,Private room,75,352
Brooklyn,Entire home_apt,99,170
Brooklyn,Private room,55,0
Brooklyn,Private room,54,0
Brooklyn,Private room,90,167
Brooklyn,Private room,50,0
Brooklyn,Private room,53,54
Brooklyn,Private room,59,41
Brooklyn,Private room,99,12
Manhattan,Entire home_apt,195,0
Brooklyn,Entire home_apt,160,36
Manhattan,Entire home_apt,250,0
Queens,Entire home_apt,150,89
Queens,Private room,85,88
Brooklyn,Private room,45,0
Brooklyn,Entire home_apt,149,12
Brooklyn,Private room,60,81
Queens,Entire home_apt,99,305
Brooklyn,Private room,65,0
Manhattan,Entire home_apt,225,311
Brooklyn,Private room,79,249
Queens,Private room,36,89
Brooklyn,Private room,79,333
Brooklyn,Private room,54,276
Brooklyn,Entire home_apt,79,0
Brooklyn,Entire home_apt,145,13
Brooklyn,Entire home_apt,300,75
Manhattan,Private room,58,248
Manhattan,Private room,70,0
Brooklyn,Private room,50,0
Queens,Private room,55,365
Brooklyn,Entire home_apt,170,288
Brooklyn,Entire home_apt,124,272
Manhattan,Private room,40,0
Manhattan,Private room,111,56
Queens,Private room,75,0
Manhattan,Entire home_apt,325,86
Manhattan,Private room,107,9
Bronx,Private room,60,0
Brooklyn,Private room,60,0
Brooklyn,Private room,60,234
Bronx,Entire home_apt,120,0
Manhattan,Entire home_apt,200,0
Manhattan,Private room,135,363
Queens,Shared room,41,125
Brooklyn,Entire home_apt,160,0
Brooklyn,Private room,80,0
Brooklyn,Private room,100,39
Queens,Private room,59,54
Bronx,Entire home_apt,65,0
Brooklyn,Entire home_apt,225,159
Manhattan,Private room,175,239
Manhattan,Entire home_apt,100,168
Brooklyn,Private room,119,0
Brooklyn,Private room,30,27
Manhattan,Entire home_apt,400,90
Queens,Private room,32,0
Manhattan,Entire home_apt,245,50
Manhattan,Entire home_apt,700,258
Manhattan,Private room,90,0
Manhattan,Private room,30,72
Manhattan,Entire home_apt,135,160
Manhattan,Entire home_apt,200,29
Brooklyn,Entire home_apt,120,0
Brooklyn,Private room,119,78
Manhattan,Entire home_apt,196,6
Brooklyn,Private room,80,324
Queens,Private room,55,340
Queens,Entire home_apt,88,54
Manhattan,Private room,78,0
Manhattan,Private room,50,0
Manhattan,Entire home_apt,215,6
Brooklyn,Entire home_apt,300,294
Manhattan,Entire home_apt,160,0
Brooklyn,Entire home_apt,250,0
Queens,Entire home_apt,125,0
Brooklyn,Entire home_apt,180,303
Manhattan,Entire home_apt,650,0
Bronx,Private room,60,283
Manhattan,Entire home_apt,695,1
Manhattan,Entire home_apt,280,341
Queens,Entire home_apt,100,0
Brooklyn,Entire home_apt,75,0
Brooklyn,Entire home_apt,135,139
Brooklyn,Private room,50,18
Manhattan,Entire home_apt,175,161
Manhattan,Private room,80,0
Queens,Private room,50,94
Queens,Entire home_apt,130,145
Brooklyn,Private room,70,6
Queens,Private room,45,325
Manhattan,Private room,250,94
Manhattan,Private room,155,307
Brooklyn,Entire home_apt,100,125
Brooklyn,Private room,76,349
Brooklyn,Entire home_apt,240,179
Brooklyn,Private room,80,0
Brooklyn,Private room,35,0
Brooklyn,Private room,50,0
Brooklyn,Private room,90,0
Brooklyn,Private room,65,70
Manhattan,Private room,100,99
Manhattan,Private room,92,14
Manhattan,Private room,425,125
Brooklyn,Private room,58,21
Manhattan,Entire home_apt,85,0
Manhattan,Entire home_apt,250,0
Brooklyn,Entire home_apt,116,0
Brooklyn,Entire home_apt,120,0
Manhattan,Private room,70,0
Brooklyn,Private room,100,2
Queens,Private room,76,8
Manhattan,Entire home_apt,150,7
Brooklyn,Entire home_apt,100,0
Brooklyn,Private room,75,0
Manhattan,Entire home_apt,125,0
Brooklyn,Entire home_apt,120,0
Bronx,Private room,42,62
Brooklyn,Entire home_apt,349,105
Manhattan,Shared room,299,83
Bronx,Private room,30,361
Brooklyn,Private room,70,46
Manhattan,Entire home_apt,1177,284
Manhattan,Private room,110,0
Brooklyn,Private room,65,0
Brooklyn,Private room,30,174
Brooklyn,Entire home_apt,120,0
Queens,Private room,33,139
Queens,Private room,38,175
Queens,Entire home_apt,200,357
Manhattan,Entire home_apt,790,36
Manhattan,Entire home_apt,225,0
Queens,Private room,90,87
Queens,Private room,100,0
Manhattan,Private room,99,129
Queens,Private room,55,229
Queens,Private room,55,265
Queens,Private room,58,279
Brooklyn,Entire home_apt,97,0
Brooklyn,Entire home_apt,165,158
Manhattan,Entire home_apt,125,0
Brooklyn,Entire home_apt,106,0
Queens,Private room,60,362
Brooklyn,Entire home_apt,99,69
Manhattan,Entire home_apt,180,0
